noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 2, 0.625700,0.000010,0.750000,1.000000
brightness, 52, 0.758600,0.010000,0.750000,1.000000
brightness, 102, 0.783200,0.001000,0.250000,1.000000
brightness, 152, 0.777400,0.001000,2.000000,1.000000
brightness, 202, 0.773900,0.001000,0.250000,1.000000
brightness, 252, 0.793900,0.001000,0.250000,1.000000
brightness, 302, 0.782300,0.010000,0.500000,1.000000
brightness, 352, 0.783200,0.010000,0.500000,1.000000
brightness, 402, 0.789800,0.001000,0.750000,1.000000
contrast, 2, 0.099500,0.001000,0.500000,1.000000
contrast, 52, 0.422700,0.010000,1.000000,1.000000
contrast, 102, 0.589100,0.001000,1.000000,1.000000
contrast, 152, 0.586200,0.001000,0.500000,1.000000
contrast, 202, 0.601800,0.000100,0.750000,1.000000
contrast, 252, 0.616000,0.010000,0.500000,1.000000
contrast, 302, 0.620000,0.010000,0.500000,1.000000
contrast, 352, 0.598000,0.010000,0.500000,1.000000
contrast, 402, 0.654200,0.001000,0.750000,1.000000
defocus_blur, 2, 0.525400,0.000100,2.000000,1.000000
defocus_blur, 52, 0.664000,0.010000,0.500000,1.000000
defocus_blur, 102, 0.701000,0.010000,0.250000,1.000000
defocus_blur, 152, 0.714400,0.010000,0.750000,1.000000
defocus_blur, 202, 0.718500,0.001000,0.500000,1.000000
defocus_blur, 252, 0.756200,0.001000,0.750000,1.000000
defocus_blur, 302, 0.751000,0.001000,1.000000,1.000000
defocus_blur, 352, 0.759800,0.001000,0.500000,1.000000
defocus_blur, 402, 0.746700,0.010000,0.750000,1.000000
elastic_transform, 2, 0.533000,0.000100,1.000000,1.000000
elastic_transform, 52, 0.675700,0.010000,1.000000,1.000000
elastic_transform, 102, 0.694700,0.001000,0.500000,1.000000
elastic_transform, 152, 0.706200,0.001000,0.250000,1.000000
elastic_transform, 202, 0.647100,0.001000,0.500000,1.000000
elastic_transform, 252, 0.715100,0.001000,0.750000,1.000000
elastic_transform, 302, 0.717100,0.010000,0.500000,1.000000
