noise_type,N_T,A_T,lr,ewc_lambda,zeta
contrast, 2, 0.099500,0.001000,0.500000,1.000000
contrast, 52, 0.422700,0.010000,1.000000,1.000000
contrast, 102, 0.538400,0.010000,1.000000,1.000000
contrast, 152, 0.500900,0.010000,0.750000,1.000000
contrast, 202, 0.551400,0.001000,0.750000,1.000000
contrast, 252, 0.592500,0.010000,0.500000,1.000000
contrast, 302, 0.606000,0.010000,0.750000,1.000000
contrast, 352, 0.598000,0.010000,0.500000,1.000000
contrast, 402, 0.654200,0.001000,0.750000,1.000000
motion_blur, 2, 0.518200,0.000100,0.250000,1.000000
motion_blur, 52, 0.660600,0.010000,1.000000,1.000000
motion_blur, 102, 0.700100,0.001000,1.000000,1.000000
motion_blur, 152, 0.712100,0.001000,2.000000,1.000000
motion_blur, 202, 0.711000,0.001000,2.000000,1.000000
motion_blur, 252, 0.726300,0.001000,0.250000,1.000000
motion_blur, 302, 0.720900,0.010000,0.500000,1.000000
motion_blur, 352, 0.727600,0.010000,0.750000,1.000000
motion_blur, 402, 0.729500,0.001000,1.000000,1.000000
fog, 2, 0.329900,0.010000,0.500000,1.000000
fog, 52, 0.507400,0.010000,1.000000,1.000000
fog, 102, 0.627900,0.001000,2.000000,1.000000
fog, 152, 0.644700,0.001000,0.250000,1.000000
fog, 202, 0.642000,0.001000,0.500000,1.000000
fog, 252, 0.643300,0.010000,0.250000,1.000000
fog, 302, 0.676800,0.010000,0.750000,1.000000
fog, 352, 0.659500,0.010000,0.250000,1.000000
fog, 402, 0.683200,0.001000,2.000000,1.000000
