noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807200,0.000000,0.000000,0.000000
brightness, 1, 0.716900,0.001000,0.000000,10.000000
brightness, 2, 0.756300,0.001000,0.000000,10.000000
brightness, 4, 0.808300,0.001000,0.000000,10.000000
brightness, 6, 0.826400,0.001000,0.000000,10.000000
brightness, 8, 0.830600,0.001000,0.000000,10.000000
brightness, 10, 0.828500,0.001000,0.000000,10.000000
brightness, 12, 0.833600,0.001000,0.000000,10.000000
brightness, 14, 0.833400,0.001000,0.000000,10.000000
brightness, 16, 0.830900,0.001000,0.000000,10.000000
brightness, 18, 0.837600,0.001000,0.000000,10.000000
brightness, 20, 0.839300,0.001000,0.000000,10.000000
brightness, 22, 0.837600,0.001000,0.000000,10.000000
brightness, 24, 0.836700,0.001000,0.000000,10.000000
brightness, 26, 0.836900,0.001000,0.000000,10.000000
brightness, 28, 0.838700,0.001000,0.000000,10.000000
brightness, 30, 0.839300,0.001000,0.000000,10.000000
brightness, 32, 0.841200,0.001000,0.000000,10.000000
brightness, 34, 0.841300,0.001000,0.000000,10.000000
brightness, 36, 0.841500,0.001000,0.000000,10.000000
brightness, 38, 0.840700,0.001000,0.000000,10.000000
brightness, 40, 0.840800,0.001000,0.000000,10.000000
brightness, 42, 0.842400,0.001000,0.000000,10.000000
brightness, 44, 0.842400,0.001000,0.000000,10.000000
brightness, 46, 0.841400,0.001000,0.000000,10.000000
brightness, 48, 0.842300,0.001000,0.000000,10.000000
brightness, 50, 0.839400,0.001000,0.000000,10.000000
brightness, 52, 0.842000,0.001000,0.000000,10.000000
brightness, 54, 0.842000,0.001000,0.000000,10.000000
brightness, 56, 0.844100,0.001000,0.000000,10.000000
brightness, 58, 0.845200,0.001000,0.000000,10.000000
brightness, 60, 0.844600,0.001000,0.000000,10.000000
brightness, 62, 0.842500,0.001000,0.000000,10.000000
brightness, 64, 0.845200,0.001000,0.000000,10.000000
brightness, 66, 0.572700,0.001000,0.000000,10.000000
brightness, 68, 0.811200,0.001000,0.000000,10.000000
brightness, 70, 0.818100,0.001000,0.000000,10.000000
brightness, 72, 0.823500,0.001000,0.000000,10.000000
brightness, 74, 0.827600,0.001000,0.000000,10.000000
brightness, 76, 0.834500,0.001000,0.000000,10.000000
brightness, 78, 0.833200,0.001000,0.000000,10.000000
brightness, 80, 0.839800,0.001000,0.000000,10.000000
brightness, 82, 0.835900,0.001000,0.000000,10.000000
brightness, 84, 0.837500,0.001000,0.000000,10.000000
brightness, 86, 0.838600,0.001000,0.000000,10.000000
brightness, 88, 0.833200,0.001000,0.000000,10.000000
brightness, 90, 0.833300,0.001000,0.000000,10.000000
brightness, 92, 0.830100,0.001000,0.000000,10.000000
brightness, 94, 0.832800,0.001000,0.000000,10.000000
brightness, 96, 0.835000,0.001000,0.000000,10.000000
brightness, 98, 0.838500,0.001000,0.000000,10.000000
brightness, 100, 0.835200,0.001000,0.000000,10.000000
contrast, 0, 0.191800,0.000000,0.000000,0.000000
contrast, 1, 0.224200,0.001000,0.000000,10.000000
contrast, 2, 0.245000,0.001000,0.000000,10.000000
contrast, 4, 0.235600,0.001000,0.000000,10.000000
contrast, 6, 0.259500,0.001000,0.000000,10.000000
contrast, 8, 0.301000,0.001000,0.000000,10.000000
contrast, 10, 0.320400,0.001000,0.000000,10.000000
contrast, 12, 0.297500,0.001000,0.000000,10.000000
contrast, 14, 0.416700,0.001000,0.000000,10.000000
contrast, 16, 0.463500,0.001000,0.000000,10.000000
contrast, 18, 0.432900,0.001000,0.000000,10.000000
contrast, 20, 0.410000,0.001000,0.000000,10.000000
contrast, 22, 0.422700,0.001000,0.000000,10.000000
contrast, 24, 0.437100,0.001000,0.000000,10.000000
contrast, 26, 0.401900,0.001000,0.000000,10.000000
contrast, 28, 0.410000,0.001000,0.000000,10.000000
contrast, 30, 0.403200,0.001000,0.000000,10.000000
contrast, 32, 0.406600,0.001000,0.000000,10.000000
contrast, 34, 0.411400,0.001000,0.000000,10.000000
contrast, 36, 0.415900,0.001000,0.000000,10.000000
contrast, 38, 0.412700,0.001000,0.000000,10.000000
contrast, 40, 0.398700,0.001000,0.000000,10.000000
contrast, 42, 0.395500,0.001000,0.000000,10.000000
contrast, 44, 0.401500,0.001000,0.000000,10.000000
contrast, 46, 0.404100,0.001000,0.000000,10.000000
contrast, 48, 0.389500,0.001000,0.000000,10.000000
contrast, 50, 0.383400,0.001000,0.000000,10.000000
contrast, 52, 0.386900,0.001000,0.000000,10.000000
contrast, 54, 0.396100,0.001000,0.000000,10.000000
contrast, 56, 0.397600,0.001000,0.000000,10.000000
contrast, 58, 0.391800,0.001000,0.000000,10.000000
contrast, 60, 0.368500,0.001000,0.000000,10.000000
contrast, 62, 0.399200,0.001000,0.000000,10.000000
contrast, 64, 0.387800,0.001000,0.000000,10.000000
contrast, 66, 0.131900,0.001000,0.000000,10.000000
contrast, 68, 0.536000,0.001000,0.000000,10.000000
contrast, 70, 0.446500,0.001000,0.000000,10.000000
contrast, 72, 0.528300,0.001000,0.000000,10.000000
contrast, 74, 0.532600,0.001000,0.000000,10.000000
contrast, 76, 0.541900,0.001000,0.000000,10.000000
contrast, 78, 0.538100,0.001000,0.000000,10.000000
contrast, 80, 0.560400,0.001000,0.000000,10.000000
contrast, 82, 0.591000,0.001000,0.000000,10.000000
contrast, 84, 0.552500,0.001000,0.000000,10.000000
contrast, 86, 0.575900,0.001000,0.000000,10.000000
contrast, 88, 0.595800,0.001000,0.000000,10.000000
contrast, 90, 0.598000,0.001000,0.000000,10.000000
