noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 2, 0.841800,0.000100,2.000000,1.000000
brightness, 27, 0.840700,0.001000,0.750000,1.000000
brightness, 52, 0.829600,0.000100,2.000000,1.000000
brightness, 77, 0.842300,0.000100,0.500000,1.000000
brightness, 102, 0.841700,0.001000,2.000000,1.000000
brightness, 127, 0.831500,0.001000,0.500000,1.000000
brightness, 152, 0.838700,0.001000,0.750000,1.000000
brightness, 177, 0.837100,0.000100,0.500000,1.000000
brightness, 202, 0.835700,0.001000,2.000000,1.000000
contrast, 2, 0.418900,0.000100,0.750000,1.000000
contrast, 27, 0.427100,0.000010,1.000000,1.000000
contrast, 52, 0.571200,0.001000,2.000000,1.000000
contrast, 77, 0.600400,0.001000,2.000000,1.000000
contrast, 102, 0.603700,0.001000,2.000000,1.000000
contrast, 127, 0.702400,0.001000,0.250000,1.000000
contrast, 152, 0.709900,0.001000,0.750000,1.000000
contrast, 177, 0.735600,0.001000,0.750000,1.000000
contrast, 202, 0.732700,0.001000,0.250000,1.000000
defocus_blur, 2, 0.729600,0.001000,1.000000,1.000000
defocus_blur, 27, 0.750500,0.001000,1.000000,1.000000
defocus_blur, 52, 0.767600,0.001000,2.000000,1.000000
defocus_blur, 77, 0.797300,0.000010,0.750000,1.000000
defocus_blur, 102, 0.800800,0.000100,1.000000,1.000000
defocus_blur, 127, 0.802800,0.001000,2.000000,1.000000
defocus_blur, 152, 0.677100,0.010000,2.000000,1.000000
defocus_blur, 177, 0.617200,0.010000,1.000000,1.000000
defocus_blur, 202, 0.658200,0.010000,0.750000,1.000000
elastic_transform, 2, 0.741000,0.001000,0.500000,1.000000
elastic_transform, 27, 0.735200,0.001000,0.750000,1.000000
elastic_transform, 52, 0.724900,0.001000,0.750000,1.000000
elastic_transform, 77, 0.743900,0.001000,0.500000,1.000000
elastic_transform, 102, 0.751200,0.001000,2.000000,1.000000
elastic_transform, 127, 0.740000,0.001000,0.250000,1.000000
elastic_transform, 152, 0.745800,0.001000,2.000000,1.000000
elastic_transform, 177, 0.734600,0.001000,2.000000,1.000000
elastic_transform, 202, 0.742400,0.001000,0.250000,1.000000
fog, 2, 0.594000,0.001000,1.000000,1.000000
fog, 27, 0.624100,0.000100,1.000000,1.000000
fog, 52, 0.709700,0.000100,0.750000,1.000000
fog, 77, 0.731700,0.000010,0.500000,1.000000
fog, 102, 0.721200,0.000100,1.000000,1.000000
fog, 127, 0.722400,0.001000,0.250000,1.000000
fog, 152, 0.731400,0.001000,2.000000,1.000000
fog, 177, 0.746400,0.001000,2.000000,1.000000
fog, 202, 0.739800,0.001000,1.000000,1.000000
frost, 2, 0.763100,0.001000,0.750000,1.000000
frost, 27, 0.767100,0.001000,0.750000,1.000000
frost, 52, 0.758300,0.000100,0.250000,1.000000
frost, 77, 0.762800,0.001000,2.000000,1.000000
frost, 102, 0.767800,0.001000,0.250000,1.000000
frost, 127, 0.757500,0.001000,2.000000,1.000000
frost, 152, 0.760700,0.001000,0.250000,1.000000
frost, 177, 0.751900,0.001000,1.000000,1.000000
frost, 202, 0.769500,0.001000,0.250000,1.000000
gaussian_blur, 2, 0.718000,0.000100,0.250000,1.000000
gaussian_blur, 27, 0.719300,0.000100,0.500000,1.000000
gaussian_blur, 52, 0.783300,0.000100,0.500000,1.000000
gaussian_blur, 77, 0.791000,0.000100,2.000000,1.000000
gaussian_blur, 102, 0.789600,0.000100,0.500000,1.000000
gaussian_blur, 127, 0.787400,0.001000,0.250000,1.000000
gaussian_blur, 152, 0.673700,0.010000,2.000000,1.000000
gaussian_blur, 177, 0.787500,0.001000,0.250000,1.000000
gaussian_blur, 202, 0.611700,0.010000,0.500000,1.000000
gaussian_noise, 2, 0.718500,0.001000,1.000000,1.000000
gaussian_noise, 27, 0.724500,0.001000,0.500000,1.000000
gaussian_noise, 52, 0.721000,0.001000,1.000000,1.000000
gaussian_noise, 77, 0.631600,0.010000,0.500000,1.000000
gaussian_noise, 102, 0.634300,0.010000,0.500000,1.000000
gaussian_noise, 127, 0.738700,0.001000,0.500000,1.000000
gaussian_noise, 152, 0.744800,0.001000,1.000000,1.000000
gaussian_noise, 177, 0.747000,0.001000,1.000000,1.000000
