noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 2, 0.774800,0.000010,0.000000,1.000000
brightness, 52, 0.778900,0.000010,0.000000,1.000000
brightness, 102, 0.777400,0.000010,0.000000,1.000000
brightness, 152, 0.781300,0.000010,0.000000,1.000000
brightness, 202, 0.781900,0.000010,0.000000,1.000000
brightness, 252, 0.781800,0.000010,0.000000,1.000000
brightness, 302, 0.783100,0.000010,0.000000,1.000000
brightness, 352, 0.779800,0.000010,0.000000,1.000000
brightness, 402, 0.774900,0.000010,0.000000,1.000000
contrast, 2, 0.406100,0.000010,0.000000,1.000000
contrast, 52, 0.541300,0.000010,0.000000,1.000000
contrast, 102, 0.571200,0.000010,0.000000,1.000000
contrast, 152, 0.572000,0.000010,0.000000,1.000000
contrast, 202, 0.584900,0.000010,0.000000,1.000000
contrast, 252, 0.589600,0.000010,0.000000,1.000000
contrast, 302, 0.597000,0.000010,0.000000,1.000000
contrast, 352, 0.597900,0.000010,0.000000,1.000000
contrast, 402, 0.309400,0.000010,0.000000,1.000000
defocus_blur, 2, 0.694700,0.000010,0.000000,1.000000
defocus_blur, 52, 0.735900,0.000010,0.000000,1.000000
defocus_blur, 102, 0.737700,0.000010,0.000000,1.000000
defocus_blur, 152, 0.731000,0.000010,0.000000,1.000000
defocus_blur, 202, 0.743300,0.000010,0.000000,1.000000
defocus_blur, 252, 0.745000,0.000010,0.000000,1.000000
defocus_blur, 302, 0.742700,0.000010,0.000000,1.000000
defocus_blur, 352, 0.745900,0.000010,0.000000,1.000000
defocus_blur, 402, 0.734500,0.000010,0.000000,1.000000
elastic_transform, 2, 0.704000,0.000010,0.000000,1.000000
elastic_transform, 52, 0.705400,0.000010,0.000000,1.000000
elastic_transform, 102, 0.705400,0.000010,0.000000,1.000000
elastic_transform, 152, 0.698400,0.000010,0.000000,1.000000
elastic_transform, 202, 0.706500,0.000010,0.000000,1.000000
elastic_transform, 252, 0.706700,0.000010,0.000000,1.000000
elastic_transform, 302, 0.707100,0.000010,0.000000,1.000000
elastic_transform, 352, 0.709500,0.000010,0.000000,1.000000
elastic_transform, 402, 0.647600,0.000010,0.000000,1.000000
fog, 2, 0.577900,0.000010,0.000000,1.000000
fog, 52, 0.629900,0.000010,0.000000,1.000000
fog, 102, 0.646300,0.000010,0.000000,1.000000
fog, 152, 0.654100,0.000010,0.000000,1.000000
fog, 202, 0.650100,0.000010,0.000000,1.000000
fog, 252, 0.652200,0.000010,0.000000,1.000000
fog, 302, 0.653800,0.000010,0.000000,1.000000
fog, 352, 0.651100,0.000010,0.000000,1.000000
fog, 402, 0.199100,0.000010,0.000000,1.000000
frost, 2, 0.710400,0.000010,0.000000,1.000000
frost, 52, 0.718300,0.000010,0.000000,1.000000
frost, 102, 0.718200,0.000010,0.000000,1.000000
frost, 152, 0.717000,0.000010,0.000000,1.000000
frost, 202, 0.725500,0.000010,0.000000,1.000000
frost, 252, 0.726500,0.000010,0.000000,1.000000
frost, 302, 0.726000,0.000010,0.000000,1.000000
frost, 352, 0.728900,0.000010,0.000000,1.000000
frost, 402, 0.725000,0.000010,0.000000,1.000000
gaussian_blur, 2, 0.665200,0.000010,0.000000,1.000000
gaussian_blur, 52, 0.705700,0.000010,0.000000,1.000000
gaussian_blur, 102, 0.723800,0.000010,0.000000,1.000000
gaussian_blur, 152, 0.723500,0.000010,0.000000,1.000000
gaussian_blur, 202, 0.727800,0.000010,0.000000,1.000000
gaussian_blur, 252, 0.731200,0.000010,0.000000,1.000000
gaussian_blur, 302, 0.729700,0.000010,0.000000,1.000000
gaussian_blur, 352, 0.728200,0.000010,0.000000,1.000000
gaussian_blur, 402, 0.705600,0.000010,0.000000,1.000000
gaussian_noise, 2, 0.708000,0.000010,0.000000,1.000000
gaussian_noise, 52, 0.725100,0.000010,0.000000,1.000000
gaussian_noise, 102, 0.728100,0.000010,0.000000,1.000000
gaussian_noise, 152, 0.729100,0.000010,0.000000,1.000000
gaussian_noise, 202, 0.731200,0.000010,0.000000,1.000000
gaussian_noise, 252, 0.731600,0.000010,0.000000,1.000000
gaussian_noise, 302, 0.732000,0.000010,0.000000,1.000000
gaussian_noise, 352, 0.733200,0.000010,0.000000,1.000000
gaussian_noise, 402, 0.725200,0.000010,0.000000,1.000000
glass_blur, 2, 0.636200,0.000010,0.000000,1.000000
glass_blur, 52, 0.632300,0.000010,0.000000,1.000000
glass_blur, 102, 0.634100,0.000010,0.000000,1.000000
glass_blur, 152, 0.631800,0.000010,0.000000,1.000000
glass_blur, 202, 0.640800,0.000010,0.000000,1.000000
glass_blur, 252, 0.641700,0.000010,0.000000,1.000000
glass_blur, 302, 0.642000,0.000010,0.000000,1.000000
glass_blur, 352, 0.639000,0.000010,0.000000,1.000000
glass_blur, 402, 0.626700,0.000010,0.000000,1.000000
impulse_noise, 2, 0.599100,0.000010,0.000000,1.000000
