noise_type,N_T,A_T,lr,ewc_lambda,zeta
contrast, 2, 0.501800,0.001000,0.000000,1.000000
contrast, 27, 0.499200,0.001000,0.000000,1.000000
contrast, 52, 0.589300,0.001000,0.000000,1.000000
contrast, 77, 0.627000,0.001000,0.000000,1.000000
contrast, 102, 0.637400,0.001000,0.000000,1.000000
contrast, 127, 0.625200,0.001000,0.000000,1.000000
contrast, 152, 0.694500,0.001000,0.000000,1.000000
contrast, 177, 0.659400,0.001000,0.000000,1.000000
contrast, 202, 0.703000,0.001000,0.000000,1.000000
motion_blur, 2, 0.710100,0.001000,0.000000,1.000000
motion_blur, 27, 0.732500,0.001000,0.000000,1.000000
motion_blur, 52, 0.717200,0.001000,0.000000,1.000000
motion_blur, 77, 0.733600,0.001000,0.000000,1.000000
motion_blur, 102, 0.759300,0.001000,0.000000,1.000000
motion_blur, 127, 0.710200,0.001000,0.000000,1.000000
motion_blur, 152, 0.746900,0.001000,0.000000,1.000000
motion_blur, 177, 0.697700,0.001000,0.000000,1.000000
motion_blur, 202, 0.762200,0.001000,0.000000,1.000000
fog, 2, 0.655900,0.001000,0.000000,1.000000
fog, 27, 0.657400,0.001000,0.000000,1.000000
fog, 52, 0.633600,0.001000,0.000000,1.000000
fog, 77, 0.696700,0.001000,0.000000,1.000000
fog, 102, 0.708200,0.001000,0.000000,1.000000
fog, 127, 0.704100,0.001000,0.000000,1.000000
fog, 152, 0.713700,0.001000,0.000000,1.000000
fog, 177, 0.609000,0.001000,0.000000,1.000000
fog, 202, 0.709400,0.001000,0.000000,1.000000
