noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 2, 0.547200,0.000010,0.250000,1.000000
brightness, 27, 0.550900,0.000010,1.000000,1.000000
brightness, 52, 0.553400,0.000010,0.750000,1.000000
brightness, 77, 0.562800,0.000010,1.000000,1.000000
brightness, 102, 0.564580,0.000010,1.000000,1.000000
contrast, 2, 0.074020,0.000010,0.750000,1.000000
contrast, 27, 0.076480,0.000010,0.750000,1.000000
contrast, 52, 0.085540,0.000010,0.250000,1.000000
contrast, 77, 0.084000,0.000010,0.250000,1.000000
contrast, 102, 0.092160,0.000010,0.500000,1.000000
defocus_blur, 2, 0.105180,0.000010,0.750000,1.000000
defocus_blur, 27, 0.105700,0.000010,0.500000,1.000000
defocus_blur, 52, 0.112900,0.000010,0.500000,1.000000
defocus_blur, 77, 0.110100,0.000010,1.000000,1.000000
defocus_blur, 102, 0.109660,0.000010,0.750000,1.000000
elastic_transform, 2, 0.307760,0.000010,0.250000,1.000000
elastic_transform, 27, 0.312700,0.000010,0.500000,1.000000
elastic_transform, 52, 0.340040,0.000010,0.500000,1.000000
elastic_transform, 77, 0.351440,0.000010,0.250000,1.000000
elastic_transform, 102, 0.352840,0.000010,0.250000,1.000000
fog, 2, 0.327220,0.000010,1.000000,1.000000
fog, 27, 0.322580,0.000010,0.750000,1.000000
fog, 52, 0.361360,0.000010,1.000000,1.000000
fog, 77, 0.365080,0.000010,0.250000,1.000000
fog, 102, 0.367020,0.000010,0.500000,1.000000
frost, 2, 0.238560,0.000010,0.750000,1.000000
frost, 27, 0.240440,0.000010,1.000000,1.000000
frost, 52, 0.253160,0.000010,0.250000,1.000000
frost, 77, 0.263920,0.000010,0.250000,1.000000
frost, 102, 0.266580,0.000010,0.750000,1.000000
gaussian_noise, 2, 0.087340,0.000010,0.250000,1.000000
gaussian_noise, 27, 0.089540,0.000010,0.250000,1.000000
gaussian_noise, 52, 0.109860,0.000010,0.750000,1.000000
gaussian_noise, 77, 0.117100,0.000010,0.250000,1.000000
gaussian_noise, 102, 0.117140,0.000010,0.250000,1.000000
glass_blur, 2, 0.117020,0.000010,0.750000,1.000000
glass_blur, 27, 0.114140,0.000010,1.000000,1.000000
glass_blur, 52, 0.112440,0.000010,0.500000,1.000000
glass_blur, 77, 0.115860,0.000010,1.000000,1.000000
glass_blur, 102, 0.116920,0.000010,0.500000,1.000000
impulse_noise, 2, 0.028740,0.000010,2.000000,1.000000
impulse_noise, 27, 0.078380,0.000010,0.250000,1.000000
impulse_noise, 52, 0.110580,0.000010,0.250000,1.000000
impulse_noise, 77, 0.116340,0.000010,0.250000,1.000000
impulse_noise, 102, 0.115480,0.000010,0.750000,1.000000
jpeg_compression, 2, 0.331760,0.000010,1.000000,1.000000
jpeg_compression, 27, 0.333020,0.000010,0.250000,1.000000
jpeg_compression, 52, 0.310680,0.000010,1.000000,1.000000
jpeg_compression, 77, 0.321220,0.000010,1.000000,1.000000
jpeg_compression, 102, 0.321240,0.000010,0.500000,1.000000
motion_blur, 2, 0.173300,0.000010,0.250000,1.000000
motion_blur, 27, 0.173100,0.000010,0.250000,1.000000
motion_blur, 52, 0.179820,0.000010,0.500000,1.000000
motion_blur, 77, 0.199000,0.000010,0.500000,1.000000
motion_blur, 102, 0.193840,0.000010,1.000000,1.000000
pixelate, 2, 0.317500,0.000010,0.500000,1.000000
pixelate, 27, 0.326840,0.000010,0.250000,1.000000
pixelate, 52, 0.381620,0.000010,0.250000,1.000000
pixelate, 77, 0.387180,0.000010,0.500000,1.000000
pixelate, 102, 0.388140,0.000010,0.250000,1.000000
shot_noise, 2, 0.106380,0.000010,1.000000,1.000000
shot_noise, 27, 0.110180,0.000010,1.000000,1.000000
shot_noise, 52, 0.133660,0.000010,0.500000,1.000000
shot_noise, 77, 0.135840,0.000010,0.250000,1.000000
shot_noise, 102, 0.135980,0.000010,0.250000,1.000000
snow, 2, 0.223300,0.000010,0.250000,1.000000
snow, 27, 0.223640,0.000010,2.000000,1.000000
snow, 52, 0.256220,0.000010,0.250000,1.000000
snow, 77, 0.268740,0.000010,0.750000,1.000000
snow, 102, 0.272180,0.000010,1.000000,1.000000
zoom_blur, 2, 0.263060,0.000010,0.750000,1.000000
zoom_blur, 27, 0.272960,0.000010,1.000000,1.000000
zoom_blur, 52, 0.308780,0.000010,0.750000,1.000000
zoom_blur, 77, 0.308520,0.000010,0.250000,1.000000
zoom_blur, 102, 0.311980,0.000010,1.000000,1.000000
