noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.781900,0.000000,0.000000,0.000000
brightness, 1, 0.669800,0.000010,0.000000,10.000000
brightness, 2, 0.701400,0.000010,0.000000,10.000000
brightness, 4, 0.763500,0.000010,0.000000,10.000000
brightness, 6, 0.775400,0.000010,0.000000,10.000000
brightness, 8, 0.785400,0.000010,0.000000,10.000000
brightness, 10, 0.789800,0.000010,0.000000,10.000000
brightness, 12, 0.794600,0.000010,0.000000,10.000000
brightness, 14, 0.799200,0.000010,0.000000,10.000000
brightness, 16, 0.804000,0.000010,0.000000,10.000000
brightness, 18, 0.797200,0.000010,0.000000,10.000000
brightness, 20, 0.811200,0.000010,0.000000,10.000000
brightness, 22, 0.810400,0.000010,0.000000,10.000000
brightness, 24, 0.812300,0.000010,0.000000,10.000000
brightness, 26, 0.813400,0.000010,0.000000,10.000000
brightness, 28, 0.808300,0.000010,0.000000,10.000000
brightness, 30, 0.814100,0.000010,0.000000,10.000000
brightness, 32, 0.808100,0.000010,0.000000,10.000000
brightness, 34, 0.814300,0.000010,0.000000,10.000000
brightness, 36, 0.814900,0.000010,0.000000,10.000000
brightness, 38, 0.814200,0.000010,0.000000,10.000000
brightness, 40, 0.814900,0.000010,0.000000,10.000000
brightness, 42, 0.814500,0.000010,0.000000,10.000000
brightness, 44, 0.813400,0.000010,0.000000,10.000000
brightness, 46, 0.814800,0.000010,0.000000,10.000000
brightness, 48, 0.816200,0.000010,0.000000,10.000000
brightness, 50, 0.814100,0.000010,0.000000,10.000000
brightness, 52, 0.815200,0.000010,0.000000,10.000000
brightness, 54, 0.816300,0.000010,0.000000,10.000000
brightness, 56, 0.814900,0.000010,0.000000,10.000000
brightness, 58, 0.817100,0.000010,0.000000,10.000000
brightness, 60, 0.815500,0.000010,0.000000,10.000000
brightness, 62, 0.813600,0.000010,0.000000,10.000000
brightness, 64, 0.815400,0.000010,0.000000,10.000000
brightness, 66, 0.750700,0.000010,0.000000,10.000000
brightness, 68, 0.776700,0.000010,0.000000,10.000000
brightness, 70, 0.771900,0.000010,0.000000,10.000000
brightness, 72, 0.778800,0.000010,0.000000,10.000000
brightness, 74, 0.784000,0.000010,0.000000,10.000000
brightness, 76, 0.778800,0.000010,0.000000,10.000000
brightness, 78, 0.791700,0.000010,0.000000,10.000000
brightness, 80, 0.796300,0.000010,0.000000,10.000000
brightness, 82, 0.792700,0.000010,0.000000,10.000000
brightness, 84, 0.787700,0.000010,0.000000,10.000000
brightness, 86, 0.790500,0.000010,0.000000,10.000000
brightness, 88, 0.793700,0.000010,0.000000,10.000000
brightness, 90, 0.806500,0.000010,0.000000,10.000000
brightness, 92, 0.802400,0.000010,0.000000,10.000000
brightness, 94, 0.805000,0.000010,0.000000,10.000000
brightness, 96, 0.805900,0.000010,0.000000,10.000000
brightness, 98, 0.797200,0.000010,0.000000,10.000000
brightness, 100, 0.804600,0.000010,0.000000,10.000000
contrast, 0, 0.269000,0.000000,0.000000,0.000000
contrast, 1, 0.177300,0.000010,0.000000,10.000000
contrast, 2, 0.203900,0.000010,0.000000,10.000000
contrast, 4, 0.229700,0.000010,0.000000,10.000000
