noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.489120,0.000000,0.000000,0.000000
brightness, 1, 0.374020,0.000010,0.250000,10.000000
brightness, 100, 0.563280,0.000010,0.750000,10.000000
contrast, 0, 0.027760,0.000000,0.000000,0.000000
contrast, 1, 0.004660,0.000010,0.500000,10.000000
contrast, 100, 0.092120,0.000010,0.750000,10.000000
defocus_blur, 0, 0.093880,0.000000,0.000000,0.000000
defocus_blur, 1, 0.036300,0.000010,2.000000,10.000000
defocus_blur, 100, 0.101580,0.000010,0.250000,10.000000
elastic_transform, 0, 0.146620,0.000000,0.000000,0.000000
elastic_transform, 1, 0.210240,0.000010,0.750000,10.000000
elastic_transform, 100, 0.356520,0.000010,0.500000,10.000000
fog, 0, 0.136540,0.000000,0.000000,0.000000
fog, 1, 0.253300,0.000010,0.250000,10.000000
fog, 100, 0.363300,0.000010,0.250000,10.000000
frost, 0, 0.150160,0.000000,0.000000,0.000000
frost, 1, 0.151940,0.000010,1.000000,10.000000
frost, 100, 0.271900,0.000010,1.000000,10.000000
gaussian_noise, 0, 0.016040,0.000000,0.000000,0.000000
gaussian_noise, 1, 0.031500,0.000010,0.750000,10.000000
gaussian_noise, 100, 0.120320,0.000010,0.500000,10.000000
glass_blur, 0, 0.075160,0.000000,0.000000,0.000000
glass_blur, 1, 0.058720,0.000010,0.500000,10.000000
glass_blur, 100, 0.115160,0.000010,0.250000,10.000000
impulse_noise, 0, 0.016040,0.000000,0.000000,0.000000
impulse_noise, 1, 0.001000,0.001000,0.500000,10.000000
impulse_noise, 100, 0.116200,0.000010,0.750000,10.000000
jpeg_compression, 0, 0.283180,0.000000,0.000000,0.000000
jpeg_compression, 1, 0.180720,0.000010,0.250000,10.000000
jpeg_compression, 100, 0.319680,0.000010,0.750000,10.000000
motion_blur, 0, 0.101480,0.000000,0.000000,0.000000
motion_blur, 1, 0.039140,0.000010,0.250000,10.000000
motion_blur, 100, 0.186820,0.000010,0.750000,10.000000
pixelate, 0, 0.230700,0.000000,0.000000,0.000000
pixelate, 1, 0.209780,0.000010,0.750000,10.000000
pixelate, 100, 0.381360,0.000010,0.250000,10.000000
shot_noise, 0, 0.023400,0.000000,0.000000,0.000000
shot_noise, 1, 0.062060,0.000010,0.500000,10.000000
shot_noise, 100, 0.134500,0.000010,0.500000,10.000000
snow, 0, 0.105460,0.000000,0.000000,0.000000
snow, 1, 0.105820,0.000010,0.250000,10.000000
snow, 100, 0.265980,0.000010,0.250000,10.000000
zoom_blur, 0, 0.181820,0.000000,0.000000,0.000000
zoom_blur, 1, 0.019480,0.000010,0.750000,10.000000
zoom_blur, 100, 0.311840,0.000010,1.000000,10.000000
