noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.805400,0.000000,0.000000,0.000000
brightness, 1, 0.632700,0.000010,1.000000,10.000000
brightness, 2, 0.718100,0.000010,1.000000,10.000000
brightness, 4, 0.779400,0.000010,1.000000,10.000000
brightness, 6, 0.818800,0.000010,1.000000,10.000000
brightness, 8, 0.822300,0.000010,1.000000,10.000000
brightness, 10, 0.826900,0.000010,1.000000,10.000000
brightness, 12, 0.836700,0.000010,1.000000,10.000000
brightness, 14, 0.839500,0.000010,1.000000,10.000000
brightness, 16, 0.841000,0.000010,1.000000,10.000000
brightness, 18, 0.841200,0.000010,1.000000,10.000000
brightness, 20, 0.840700,0.000010,1.000000,10.000000
brightness, 22, 0.841300,0.000010,1.000000,10.000000
brightness, 24, 0.843000,0.000010,1.000000,10.000000
brightness, 26, 0.841800,0.000010,1.000000,10.000000
brightness, 28, 0.844200,0.000010,1.000000,10.000000
brightness, 30, 0.844100,0.000010,1.000000,10.000000
brightness, 32, 0.843600,0.000010,1.000000,10.000000
brightness, 34, 0.845100,0.000010,1.000000,10.000000
brightness, 36, 0.844100,0.000010,1.000000,10.000000
brightness, 38, 0.843700,0.000010,1.000000,10.000000
brightness, 40, 0.843500,0.000010,1.000000,10.000000
brightness, 42, 0.843600,0.000010,1.000000,10.000000
brightness, 44, 0.846000,0.000010,1.000000,10.000000
brightness, 46, 0.845100,0.000010,1.000000,10.000000
brightness, 48, 0.843900,0.000010,1.000000,10.000000
brightness, 50, 0.845700,0.000010,1.000000,10.000000
brightness, 52, 0.845300,0.000010,1.000000,10.000000
brightness, 54, 0.846300,0.000010,1.000000,10.000000
brightness, 56, 0.846000,0.000010,1.000000,10.000000
brightness, 58, 0.846000,0.000010,1.000000,10.000000
brightness, 60, 0.845700,0.000010,1.000000,10.000000
brightness, 62, 0.846700,0.000010,1.000000,10.000000
brightness, 64, 0.846500,0.000010,1.000000,10.000000
brightness, 66, 0.802500,0.000010,1.000000,10.000000
brightness, 68, 0.804300,0.000010,1.000000,10.000000
brightness, 70, 0.822900,0.000010,1.000000,10.000000
brightness, 72, 0.840600,0.000010,1.000000,10.000000
brightness, 74, 0.840300,0.000010,1.000000,10.000000
brightness, 76, 0.842100,0.000010,1.000000,10.000000
brightness, 78, 0.843400,0.000010,1.000000,10.000000
brightness, 80, 0.839800,0.000010,1.000000,10.000000
brightness, 82, 0.842700,0.000010,1.000000,10.000000
brightness, 84, 0.841800,0.000010,1.000000,10.000000
brightness, 86, 0.842000,0.000010,1.000000,10.000000
brightness, 88, 0.841200,0.000010,1.000000,10.000000
brightness, 90, 0.839900,0.000010,1.000000,10.000000
brightness, 92, 0.843600,0.000010,1.000000,10.000000
brightness, 94, 0.839800,0.000010,1.000000,10.000000
brightness, 96, 0.840500,0.000010,1.000000,10.000000
brightness, 98, 0.843100,0.000010,1.000000,10.000000
brightness, 100, 0.841900,0.000010,1.000000,10.000000
contrast, 0, 0.188700,0.000000,0.000000,0.000000
contrast, 1, 0.177600,0.000010,1.000000,10.000000
contrast, 2, 0.296000,0.000010,1.000000,10.000000
contrast, 4, 0.320600,0.000010,1.000000,10.000000
contrast, 6, 0.376200,0.000010,1.000000,10.000000
contrast, 8, 0.378000,0.000010,1.000000,10.000000
contrast, 10, 0.412400,0.000010,1.000000,10.000000
contrast, 12, 0.395400,0.000010,1.000000,10.000000
contrast, 14, 0.383300,0.000010,1.000000,10.000000
contrast, 16, 0.385300,0.000010,1.000000,10.000000
contrast, 18, 0.415400,0.000010,1.000000,10.000000
contrast, 20, 0.394000,0.000010,1.000000,10.000000
contrast, 22, 0.394700,0.000010,1.000000,10.000000
contrast, 24, 0.397800,0.000010,1.000000,10.000000
contrast, 26, 0.394800,0.000010,1.000000,10.000000
contrast, 28, 0.401900,0.000010,1.000000,10.000000
contrast, 30, 0.410000,0.000010,1.000000,10.000000
contrast, 32, 0.430700,0.000010,1.000000,10.000000
contrast, 34, 0.417200,0.000010,1.000000,10.000000
contrast, 36, 0.404800,0.000010,1.000000,10.000000
contrast, 38, 0.402000,0.000010,1.000000,10.000000
contrast, 40, 0.404500,0.000010,1.000000,10.000000
contrast, 42, 0.407600,0.000010,1.000000,10.000000
contrast, 44, 0.403700,0.000010,1.000000,10.000000
contrast, 46, 0.416100,0.000010,1.000000,10.000000
contrast, 48, 0.406300,0.000010,1.000000,10.000000
contrast, 50, 0.407500,0.000010,1.000000,10.000000
contrast, 52, 0.409800,0.000010,1.000000,10.000000
contrast, 54, 0.410300,0.000010,1.000000,10.000000
contrast, 56, 0.404600,0.000010,1.000000,10.000000
contrast, 58, 0.413600,0.000010,1.000000,10.000000
contrast, 60, 0.404900,0.000010,1.000000,10.000000
contrast, 62, 0.412700,0.000010,1.000000,10.000000
contrast, 64, 0.414300,0.000010,1.000000,10.000000
contrast, 66, 0.441000,0.000010,1.000000,10.000000
contrast, 68, 0.471800,0.000010,1.000000,10.000000
contrast, 70, 0.512000,0.000010,1.000000,10.000000
contrast, 72, 0.588700,0.000010,1.000000,10.000000
contrast, 74, 0.617600,0.000010,1.000000,10.000000
contrast, 76, 0.602900,0.000010,1.000000,10.000000
contrast, 78, 0.617600,0.000010,1.000000,10.000000
contrast, 80, 0.617400,0.000010,1.000000,10.000000
contrast, 82, 0.617700,0.000010,1.000000,10.000000
contrast, 84, 0.617600,0.000010,1.000000,10.000000
contrast, 86, 0.612500,0.000010,1.000000,10.000000
contrast, 88, 0.610200,0.000010,1.000000,10.000000
contrast, 90, 0.614800,0.000010,1.000000,10.000000
contrast, 92, 0.611500,0.000010,1.000000,10.000000
contrast, 94, 0.611400,0.000010,1.000000,10.000000
contrast, 96, 0.606100,0.000010,1.000000,10.000000
contrast, 98, 0.597700,0.000010,1.000000,10.000000
contrast, 100, 0.602100,0.000010,1.000000,10.000000
defocus_blur, 0, 0.530000,0.000000,0.000000,0.000000
defocus_blur, 1, 0.551200,0.000010,1.000000,10.000000
defocus_blur, 2, 0.700400,0.000010,1.000000,10.000000
defocus_blur, 4, 0.676400,0.000010,1.000000,10.000000
defocus_blur, 6, 0.706000,0.000010,1.000000,10.000000
defocus_blur, 8, 0.745000,0.000010,1.000000,10.000000
defocus_blur, 10, 0.747100,0.000010,1.000000,10.000000
defocus_blur, 12, 0.747200,0.000010,1.000000,10.000000
defocus_blur, 14, 0.743000,0.000010,1.000000,10.000000
defocus_blur, 16, 0.737000,0.000010,1.000000,10.000000
defocus_blur, 18, 0.742100,0.000010,1.000000,10.000000
defocus_blur, 20, 0.736000,0.000010,1.000000,10.000000
defocus_blur, 22, 0.741500,0.000010,1.000000,10.000000
defocus_blur, 24, 0.742800,0.000010,1.000000,10.000000
defocus_blur, 26, 0.742800,0.000010,1.000000,10.000000
defocus_blur, 28, 0.748000,0.000010,1.000000,10.000000
defocus_blur, 30, 0.742700,0.000010,1.000000,10.000000
defocus_blur, 32, 0.739700,0.000010,1.000000,10.000000
defocus_blur, 34, 0.742900,0.000010,1.000000,10.000000
defocus_blur, 36, 0.741000,0.000010,1.000000,10.000000
defocus_blur, 38, 0.737100,0.000010,1.000000,10.000000
defocus_blur, 40, 0.735900,0.000010,1.000000,10.000000
defocus_blur, 42, 0.734100,0.000010,1.000000,10.000000
defocus_blur, 44, 0.735400,0.000010,1.000000,10.000000
defocus_blur, 46, 0.733900,0.000010,1.000000,10.000000
defocus_blur, 48, 0.731000,0.000010,1.000000,10.000000
defocus_blur, 50, 0.732400,0.000010,1.000000,10.000000
defocus_blur, 52, 0.736400,0.000010,1.000000,10.000000
defocus_blur, 54, 0.734100,0.000010,1.000000,10.000000
defocus_blur, 56, 0.737000,0.000010,1.000000,10.000000
defocus_blur, 58, 0.733400,0.000010,1.000000,10.000000
defocus_blur, 60, 0.732500,0.000010,1.000000,10.000000
defocus_blur, 62, 0.731600,0.000010,1.000000,10.000000
defocus_blur, 64, 0.728400,0.000010,1.000000,10.000000
defocus_blur, 66, 0.689800,0.000010,1.000000,10.000000
defocus_blur, 68, 0.771900,0.000010,1.000000,10.000000
defocus_blur, 70, 0.761200,0.000010,1.000000,10.000000
defocus_blur, 72, 0.772400,0.000010,1.000000,10.000000
defocus_blur, 74, 0.781600,0.000010,1.000000,10.000000
defocus_blur, 76, 0.787200,0.000010,1.000000,10.000000
defocus_blur, 78, 0.794400,0.000010,1.000000,10.000000
defocus_blur, 80, 0.793100,0.000010,1.000000,10.000000
defocus_blur, 82, 0.787700,0.000010,1.000000,10.000000
defocus_blur, 84, 0.789400,0.000010,1.000000,10.000000
defocus_blur, 86, 0.793600,0.000010,1.000000,10.000000
defocus_blur, 88, 0.795400,0.000010,1.000000,10.000000
defocus_blur, 90, 0.795600,0.000010,1.000000,10.000000
defocus_blur, 92, 0.795600,0.000010,1.000000,10.000000
defocus_blur, 94, 0.796500,0.000010,1.000000,10.000000
defocus_blur, 96, 0.794500,0.000010,1.000000,10.000000
defocus_blur, 98, 0.797900,0.000010,1.000000,10.000000
defocus_blur, 100, 0.796700,0.000010,1.000000,10.000000
elastic_transform, 0, 0.722400,0.000000,0.000000,0.000000
elastic_transform, 1, 0.684200,0.000010,1.000000,10.000000
elastic_transform, 2, 0.712300,0.000010,1.000000,10.000000
elastic_transform, 4, 0.724000,0.000010,1.000000,10.000000
elastic_transform, 6, 0.728000,0.000010,1.000000,10.000000
elastic_transform, 8, 0.717800,0.000010,1.000000,10.000000
elastic_transform, 10, 0.725600,0.000010,1.000000,10.000000
elastic_transform, 12, 0.729000,0.000010,1.000000,10.000000
elastic_transform, 14, 0.735100,0.000010,1.000000,10.000000
elastic_transform, 16, 0.736200,0.000010,1.000000,10.000000
elastic_transform, 18, 0.728300,0.000010,1.000000,10.000000
elastic_transform, 20, 0.734900,0.000010,1.000000,10.000000
elastic_transform, 22, 0.735100,0.000010,1.000000,10.000000
elastic_transform, 24, 0.736400,0.000010,1.000000,10.000000
elastic_transform, 26, 0.736800,0.000010,1.000000,10.000000
