noise_type,N_T,A_T,lr,ewc_lambda,zeta
contrast, 2, 0.463000,0.001000,0.000000,1.000000
contrast, 27, 0.488200,0.001000,0.000000,1.000000
contrast, 52, 0.642000,0.000010,0.000000,1.000000
contrast, 77, 0.633200,0.001000,0.000000,1.000000
contrast, 102, 0.649500,0.001000,0.000000,1.000000
contrast, 127, 0.715500,0.001000,0.000000,1.000000
contrast, 152, 0.712900,0.001000,0.000000,1.000000
contrast, 177, 0.680400,0.001000,0.000000,1.000000
contrast, 202, 0.640600,0.010000,0.000000,1.000000
motion_blur, 2, 0.519800,0.010000,0.000000,1.000000
motion_blur, 27, 0.677400,0.010000,0.000000,1.000000
motion_blur, 52, 0.724700,0.001000,0.000000,1.000000
motion_blur, 77, 0.662700,0.010000,0.000000,1.000000
motion_blur, 102, 0.699000,0.010000,0.000000,1.000000
motion_blur, 127, 0.739200,0.001000,0.000000,1.000000
motion_blur, 152, 0.683300,0.010000,0.000000,1.000000
motion_blur, 177, 0.728000,0.001000,0.000000,1.000000
motion_blur, 202, 0.678000,0.010000,0.000000,1.000000
fog, 2, 0.574000,0.010000,0.000000,1.000000
fog, 27, 0.675600,0.001000,0.000000,1.000000
fog, 52, 0.636600,0.001000,0.000000,1.000000
fog, 77, 0.712600,0.001000,0.000000,1.000000
fog, 102, 0.636200,0.010000,0.000000,1.000000
fog, 127, 0.599700,0.010000,0.000000,1.000000
fog, 152, 0.683300,0.010000,0.000000,1.000000
fog, 177, 0.706900,0.001000,0.000000,1.000000
fog, 202, 0.697600,0.010000,0.000000,1.000000
