noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.808100,0.000000,0.000000,0.000000
brightness, 1, 0.704600,0.001000,1.000000,10.000000
brightness, 2, 0.789600,0.001000,0.500000,10.000000
brightness, 4, 0.819100,0.000010,0.500000,10.000000
brightness, 6, 0.828900,0.000100,2.000000,10.000000
brightness, 8, 0.831300,0.000100,0.750000,10.000000
brightness, 10, 0.833600,0.000010,0.750000,10.000000
brightness, 12, 0.837300,0.000010,0.250000,10.000000
brightness, 14, 0.838300,0.000100,0.750000,10.000000
brightness, 16, 0.831600,0.001000,2.000000,10.000000
brightness, 18, 0.837000,0.000100,0.250000,10.000000
brightness, 20, 0.839200,0.000100,0.500000,10.000000
brightness, 22, 0.833800,0.001000,1.000000,10.000000
brightness, 24, 0.833700,0.001000,0.750000,10.000000
brightness, 26, 0.835000,0.001000,0.500000,10.000000
brightness, 28, 0.832800,0.001000,2.000000,10.000000
brightness, 30, 0.837100,0.001000,0.250000,10.000000
brightness, 32, 0.840600,0.001000,2.000000,10.000000
brightness, 34, 0.840200,0.001000,0.500000,10.000000
brightness, 36, 0.839100,0.001000,0.250000,10.000000
brightness, 38, 0.839500,0.001000,2.000000,10.000000
brightness, 40, 0.842500,0.001000,1.000000,10.000000
brightness, 42, 0.840200,0.001000,0.750000,10.000000
brightness, 44, 0.844400,0.001000,1.000000,10.000000
brightness, 46, 0.840600,0.001000,2.000000,10.000000
brightness, 48, 0.842400,0.001000,0.500000,10.000000
brightness, 50, 0.842900,0.001000,0.500000,10.000000
brightness, 52, 0.844400,0.001000,1.000000,10.000000
brightness, 54, 0.846500,0.001000,0.750000,10.000000
brightness, 56, 0.845900,0.001000,0.250000,10.000000
brightness, 58, 0.846600,0.001000,0.750000,10.000000
brightness, 60, 0.847600,0.001000,2.000000,10.000000
brightness, 62, 0.848300,0.001000,0.750000,10.000000
brightness, 64, 0.848100,0.001000,1.000000,10.000000
brightness, 66, 0.776200,0.000010,1.000000,10.000000
brightness, 68, 0.812000,0.001000,0.500000,10.000000
brightness, 70, 0.831700,0.001000,0.750000,10.000000
brightness, 72, 0.823000,0.001000,2.000000,10.000000
brightness, 74, 0.820500,0.001000,0.500000,10.000000
brightness, 76, 0.826900,0.001000,0.750000,10.000000
brightness, 78, 0.831500,0.001000,0.500000,10.000000
brightness, 80, 0.828300,0.001000,1.000000,10.000000
brightness, 82, 0.834700,0.001000,0.500000,10.000000
brightness, 84, 0.838100,0.001000,0.750000,10.000000
brightness, 86, 0.836000,0.001000,1.000000,10.000000
brightness, 88, 0.828800,0.001000,0.500000,10.000000
brightness, 90, 0.832400,0.001000,0.750000,10.000000
brightness, 92, 0.831700,0.001000,0.250000,10.000000
brightness, 94, 0.833400,0.001000,0.500000,10.000000
brightness, 96, 0.836300,0.001000,2.000000,10.000000
brightness, 98, 0.833300,0.001000,0.500000,10.000000
brightness, 100, 0.829800,0.001000,0.750000,10.000000
contrast, 0, 0.196700,0.000000,0.000000,0.000000
contrast, 1, 0.168900,0.001000,0.500000,10.000000
contrast, 2, 0.308100,0.001000,2.000000,10.000000
contrast, 4, 0.377000,0.000100,2.000000,10.000000
contrast, 6, 0.395700,0.001000,0.500000,10.000000
contrast, 8, 0.408400,0.000100,1.000000,10.000000
contrast, 10, 0.394900,0.000010,1.000000,10.000000
contrast, 12, 0.379300,0.000010,1.000000,10.000000
contrast, 14, 0.391800,0.000010,1.000000,10.000000
contrast, 16, 0.393500,0.000010,2.000000,10.000000
contrast, 18, 0.402600,0.000010,2.000000,10.000000
contrast, 20, 0.407000,0.000010,0.750000,10.000000
contrast, 22, 0.416400,0.000010,0.250000,10.000000
contrast, 24, 0.428100,0.000100,0.500000,10.000000
contrast, 26, 0.417900,0.000100,2.000000,10.000000
contrast, 28, 0.419500,0.000100,2.000000,10.000000
contrast, 30, 0.421100,0.000010,1.000000,10.000000
contrast, 32, 0.403800,0.000010,0.750000,10.000000
contrast, 34, 0.412000,0.000010,2.000000,10.000000
contrast, 36, 0.410600,0.000010,0.500000,10.000000
contrast, 38, 0.413900,0.000010,0.250000,10.000000
contrast, 40, 0.413000,0.000100,0.750000,10.000000
contrast, 42, 0.414500,0.000010,0.500000,10.000000
contrast, 44, 0.416500,0.000010,0.250000,10.000000
contrast, 46, 0.411700,0.000010,2.000000,10.000000
contrast, 48, 0.412800,0.000100,0.500000,10.000000
contrast, 50, 0.422000,0.000100,0.750000,10.000000
contrast, 52, 0.415600,0.000100,0.250000,10.000000
contrast, 54, 0.420900,0.000100,0.250000,10.000000
contrast, 56, 0.424200,0.000100,1.000000,10.000000
contrast, 58, 0.429300,0.000100,0.250000,10.000000
contrast, 60, 0.430800,0.000100,0.750000,10.000000
contrast, 62, 0.434700,0.000100,0.250000,10.000000
contrast, 64, 0.424700,0.000100,2.000000,10.000000
contrast, 66, 0.592500,0.000010,0.500000,10.000000
contrast, 68, 0.540200,0.000010,1.000000,10.000000
contrast, 70, 0.594200,0.000100,2.000000,10.000000
contrast, 72, 0.605300,0.000010,1.000000,10.000000
contrast, 74, 0.621000,0.000100,0.500000,10.000000
contrast, 76, 0.604600,0.000010,0.750000,10.000000
contrast, 78, 0.620700,0.000100,1.000000,10.000000
contrast, 80, 0.638900,0.000100,0.500000,10.000000
contrast, 82, 0.614000,0.000100,0.750000,10.000000
contrast, 84, 0.620100,0.000100,0.500000,10.000000
