noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.448100,0.000000,0.000000,0.000000
brightness, 1, 0.206100,0.010000,0.500000,10.000000
brightness, 25, 0.526000,0.001000,0.750000,10.000000
brightness, 50, 0.501100,0.010000,0.250000,10.000000
brightness, 75, 0.526800,0.001000,0.500000,10.000000
brightness, 100, 0.503600,0.010000,0.500000,10.000000
contrast, 0, 0.083700,0.000000,0.000000,0.000000
contrast, 1, 0.035400,0.010000,0.500000,10.000000
contrast, 25, 0.176400,0.000010,1.000000,10.000000
contrast, 50, 0.183500,0.000100,1.000000,10.000000
contrast, 75, 0.296200,0.000010,1.000000,10.000000
contrast, 100, 0.348100,0.001000,2.000000,10.000000
defocus_blur, 0, 0.300300,0.000000,0.000000,0.000000
defocus_blur, 1, 0.092900,0.010000,0.500000,10.000000
defocus_blur, 25, 0.402800,0.010000,0.500000,10.000000
defocus_blur, 50, 0.364500,0.010000,0.500000,10.000000
defocus_blur, 75, 0.369700,0.010000,0.500000,10.000000
defocus_blur, 100, 0.456400,0.010000,2.000000,10.000000
elastic_transform, 0, 0.434300,0.000000,0.000000,0.000000
elastic_transform, 1, 0.140400,0.001000,0.250000,10.000000
elastic_transform, 25, 0.445200,0.001000,0.250000,10.000000
elastic_transform, 50, 0.451000,0.001000,0.250000,10.000000
elastic_transform, 75, 0.441400,0.001000,1.000000,10.000000
elastic_transform, 100, 0.462000,0.001000,1.000000,10.000000
fog, 0, 0.195900,0.000000,0.000000,0.000000
fog, 1, 0.089200,0.001000,1.000000,10.000000
fog, 25, 0.300500,0.010000,2.000000,10.000000
fog, 50, 0.281900,0.010000,0.250000,10.000000
fog, 75, 0.348100,0.001000,0.500000,10.000000
fog, 100, 0.384500,0.001000,0.750000,10.000000
frost, 0, 0.345900,0.000000,0.000000,0.000000
frost, 1, 0.226100,0.010000,0.750000,10.000000
frost, 25, 0.425700,0.010000,1.000000,10.000000
frost, 50, 0.424300,0.010000,2.000000,10.000000
frost, 75, 0.449200,0.001000,0.500000,10.000000
frost, 100, 0.421600,0.010000,1.000000,10.000000
gaussian_noise, 0, 0.242100,0.000000,0.000000,0.000000
gaussian_noise, 1, 0.159600,0.010000,1.000000,10.000000
gaussian_noise, 25, 0.350200,0.010000,1.000000,10.000000
gaussian_noise, 50, 0.325300,0.010000,2.000000,10.000000
gaussian_noise, 75, 0.354100,0.010000,0.250000,10.000000
gaussian_noise, 100, 0.387800,0.010000,0.250000,10.000000
glass_blur, 0, 0.308600,0.000000,0.000000,0.000000
glass_blur, 1, 0.179800,0.010000,2.000000,10.000000
glass_blur, 25, 0.367100,0.001000,0.750000,10.000000
glass_blur, 50, 0.375700,0.001000,2.000000,10.000000
glass_blur, 75, 0.315300,0.010000,0.750000,10.000000
glass_blur, 100, 0.377800,0.010000,0.750000,10.000000
impulse_noise, 0, 0.097400,0.000000,0.000000,0.000000
impulse_noise, 1, 0.116000,0.010000,2.000000,10.000000
impulse_noise, 25, 0.250400,0.010000,0.500000,10.000000
impulse_noise, 50, 0.267000,0.010000,1.000000,10.000000
impulse_noise, 75, 0.287600,0.010000,1.000000,10.000000
impulse_noise, 100, 0.294600,0.010000,0.500000,10.000000
jpeg_compression, 0, 0.500500,0.000000,0.000000,0.000000
jpeg_compression, 1, 0.141200,0.010000,2.000000,10.000000
jpeg_compression, 25, 0.506900,0.001000,0.500000,10.000000
jpeg_compression, 50, 0.510500,0.001000,0.500000,10.000000
jpeg_compression, 75, 0.490600,0.001000,0.750000,10.000000
jpeg_compression, 100, 0.509100,0.001000,0.750000,10.000000
motion_blur, 0, 0.336000,0.000000,0.000000,0.000000
motion_blur, 1, 0.112400,0.010000,0.250000,10.000000
motion_blur, 25, 0.360100,0.010000,2.000000,10.000000
motion_blur, 50, 0.372200,0.010000,0.500000,10.000000
motion_blur, 75, 0.444200,0.001000,2.000000,10.000000
motion_blur, 100, 0.474200,0.001000,1.000000,10.000000
pixelate, 0, 0.398500,0.000000,0.000000,0.000000
pixelate, 1, 0.264200,0.001000,0.750000,10.000000
pixelate, 25, 0.499200,0.001000,0.500000,10.000000
pixelate, 50, 0.511400,0.001000,0.750000,10.000000
pixelate, 75, 0.468900,0.001000,0.250000,10.000000
pixelate, 100, 0.517000,0.001000,1.000000,10.000000
shot_noise, 0, 0.269600,0.000000,0.000000,0.000000
shot_noise, 1, 0.160400,0.010000,1.000000,10.000000
shot_noise, 25, 0.366500,0.010000,0.750000,10.000000
shot_noise, 50, 0.375800,0.010000,0.750000,10.000000
shot_noise, 75, 0.361300,0.010000,2.000000,10.000000
shot_noise, 100, 0.387400,0.010000,0.750000,10.000000
snow, 0, 0.387600,0.000000,0.000000,0.000000
snow, 1, 0.070900,0.010000,0.250000,10.000000
snow, 25, 0.440700,0.010000,0.250000,10.000000
snow, 50, 0.441800,0.010000,1.000000,10.000000
snow, 75, 0.442900,0.001000,0.750000,10.000000
snow, 100, 0.463700,0.001000,0.500000,10.000000
zoom_blur, 0, 0.355100,0.000000,0.000000,0.000000
zoom_blur, 1, 0.066400,0.010000,0.500000,10.000000
zoom_blur, 25, 0.463500,0.001000,2.000000,10.000000
zoom_blur, 50, 0.461500,0.001000,0.250000,10.000000
zoom_blur, 75, 0.490200,0.001000,0.750000,10.000000
zoom_blur, 100, 0.521600,0.001000,0.500000,10.000000
